Timestamp,Which of the following best describe(s) how you think of yourself? (Please note that this survey is intended for people who are not just men all the time or just women all the time.),"In a magical world where all title fields on forms were optional and write-your-own, what would you want yours to be?","Supposing all pronouns were accepted by everyone without question and were easy to learn, which pronouns are you happy for people to use for you?",Feedback
08/02/2015 19:14:30,"Agender, Nonbinary",No title at all,"Ey/em (Spivak), She/her, They/them (singular they), xe/xem",
08/02/2015 19:14:43,"Agender, Nonbinary, Trans, Trans*",No title at all,"Any, They/them (singular they)",
08/02/2015 19:15:28,"Genderqueer, Nonbinary, Trans, Trans*, transmasculine, boy",Mx,"He/him, They/them (singular they)",
08/02/2015 19:15:53,"Agender, Nonbinary, Trans",No title at all,"Ey/em (Spivak), They/them (singular they)",
08/02/2015 19:16:01,Agender,Mx,Any,
08/02/2015 19:16:11,"Agender, Man",Mr,"He/him, They/them (singular they)",
08/02/2015 19:16:41,"Genderqueer, Nonbinary, Third Gender, Trans*",No title at all,"Zie/hir, or some variation thereof, Ze/zir",
08/02/2015 19:16:41,Agender,Mx,They/them (singular they),
08/02/2015 19:16:49,"Genderqueer, Nonbinary, Trans, Trans*, Transgender, Femme Boy; Cyborg",No title at all,they/them (plural verb conjugation),
08/02/2015 19:17:21,"Genderqueer, Nonbinary",Mx,They/them (singular they),
08/02/2015 19:17:23,"Agender, Fluid gender/genderfluid, Nonbinary, Trans",No title at all,"He/him, They/them (singular they)",
08/02/2015 19:17:27,"Genderqueer, Neutral, Neutrois, Nonbinary, Trans, Woman, genderflux",Ms,"Any, She/her",
08/02/2015 19:17:33,"Agender, Androgyne, Nonbinary, Trans",No title at all,"Any, They/them (singular they)",
08/02/2015 19:17:36,"Agender, Man, Nonbinary, Trans, Transgender",No title at all,"He/him, They/them (singular they), Dae/dem/daer ",
08/02/2015 19:17:53,"Androgyne, Neutrois, Nonbinary",Mx,"He/him, She/her",
08/02/2015 19:17:56,"Genderqueer, Nonbinary, Trans",Mx,They/them (singular they),
08/02/2015 19:18:07,Nonbinary,No title at all,They/them (singular they),
08/02/2015 19:18:35,"Neutral, Neutrois, Nonbinary, Questioning or unknown",Mx,"He/him, They/them (singular they)",
08/02/2015 19:18:50,"Agender, Transmasculine",Mx,They/them (singular they),
08/02/2015 19:19:39,"Agender, Genderqueer, Nonbinary",No title at all,"Any, They/them (singular they)",
08/02/2015 19:19:41,"Androgyne, Fluid gender/genderfluid, Nonbinary, Trans, Woman",No title at all,Ey/em (Spivak),
08/02/2015 19:19:43,"Agender, Neutral, Nonbinary, Questioning or unknown, Woman",No title at all,"Ey/em (Spivak), She/her, They/them (singular they)",
08/02/2015 19:19:46,"Fluid gender/genderfluid, Nonbinary, Trans, Transgender",No title at all,"It/that, They/them (singular they)",
08/02/2015 19:19:48,"Nonbinary, Trans, Transgender",Mx,They/them (singular they),
08/02/2015 19:19:59,Agender,No title at all,They/them (singular they),
08/02/2015 19:20:00,"Genderqueer, Nonbinary, Trans",No title at all,He/him,
08/02/2015 19:20:02,"Androgyne, Fluid gender/genderfluid, Genderqueer, Man, Nonbinary, Questioning or unknown, Transgender, boyish girlish kinda thing",Mx,"He/him, They/them (singular they), Zie/hir, or some variation thereof",
08/02/2015 19:21:00,Agender,No title at all,They/them (singular they),
08/02/2015 19:21:28,"Fluid gender/genderfluid, Genderqueer, Nonbinary, Trans",No title at all,They/them (singular they),
08/02/2015 19:22:07,Nonbinary,No title at all,They/them (singular they),
08/02/2015 19:22:26,Bigender,Mx,They/them (singular they),
08/02/2015 19:22:28,"Agender, Nonbinary, Trans",Mx,"None/avoid pronouns, They/them (singular they)",
08/02/2015 19:22:40,Nonbinary,Mx,They/them (singular they),
08/02/2015 19:22:49,"Agender, Fluid gender/genderfluid, Genderqueer, Nonbinary, some kind of small bit of male",Mx,"It/that, None/avoid pronouns, They/them (singular they), ae/aer/aem",
08/02/2015 19:23:50,"Genderqueer, Nonbinary, Trans, Transgender",Mx,"He/him, They/them (singular they)",
08/02/2015 19:24:57,"Genderqueer, Nonbinary, Trans, Transgender",Mx,"Zie/hir, or some variation thereof",
08/02/2015 19:25:34,"Nonbinary, Trans*",Mx,They/them (singular they),
08/02/2015 19:25:48,"Fluid gender/genderfluid, Genderqueer, Nonbinary, Trans*",Mx,They/them (singular they),
08/02/2015 19:26:22,"Agender, Fluid gender/genderfluid, Genderqueer",No title at all,"Zie/hir, or some variation thereof, Fae",
08/02/2015 19:26:54,"Neutrois, Nonbinary",No title at all,They/them (singular they),
08/02/2015 19:27:50,Nonbinary,No title at all,They/them (singular they),
08/02/2015 19:27:52,"Neutral, Neutrois, Nonbinary, Trans*",Mx,"They/them (singular they), Zie/hir, or some variation thereof",
08/02/2015 19:27:50,"Fluid gender/genderfluid, Genderqueer, Questioning or unknown, Trans, Transgender",No title at all,"Any, He/him, She/her, They/them (singular they)",
08/02/2015 19:28:06,"Nonbinary, demiboy",Mx,"He/him, They/them (singular they)",
08/02/2015 19:28:14,"Genderqueer, Nonbinary, Trans, Trans*, Transgender, Woman, transfeminine",No title at all,"She/her, They/them (singular they), Zie/hir, or some variation thereof",
08/02/2015 19:28:39,"Agender, Nonbinary",No title at all,"None/avoid pronouns, They/them (singular they)",
08/02/2015 19:28:58,Nonbinary,Mr,"He/him, They/them (singular they)",
08/02/2015 19:29:16,"Bigender, Fluid gender/genderfluid, Genderqueer, Intergender, Man, Nonbinary, Trans, Trans*, Transgender, Woman",No title at all,"He/him, She/her, They/them (singular they), Zie/hir, or some variation thereof",
08/02/2015 19:29:49,Agender,No title at all,"She/her, They/them (singular they), Zie/hir, or some variation thereof",
08/02/2015 19:29:51,"Agender, Nonbinary, Questioning or unknown, Trans, Demiboy",No title at all,They/them (singular they),
08/02/2015 19:31:00,"Nonbinary, Genderless",No title at all,None/avoid pronouns,
08/02/2015 19:31:13,"Genderqueer, Nonbinary, Trans, Transgender",Mx,They/them (singular they),
08/02/2015 19:32:21,"Fluid gender/genderfluid, Nonbinary, Questioning or unknown, Trans",Mx,"It/that, They/them (singular they)",
08/02/2015 19:33:32,Genderqueer,Mx,They/them (singular they),
08/02/2015 19:34:07,Nonbinary,No title at all,They/them (singular they),
08/02/2015 19:34:09,"Man, Nonbinary, Trans, Transgender",Mr,"He/him, They/them (singular they)",
08/02/2015 19:34:25,"Agender, Genderqueer, Nonbinary",Mx,"Ey/em (Spivak), They/them (singular they)",
08/02/2015 19:34:47,"Agender, Androgyne, Nonbinary, Trans, Transgender",Mx,They/them (singular they),
08/02/2015 19:35:02,"Fluid gender/genderfluid, Genderqueer, Nonbinary",Mx,They/them (singular they),
08/02/2015 19:35:51,Agender,Misc,One/One,
08/02/2015 19:36:05,"Agender, Nonbinary",No title at all,They/them (singular they),
08/02/2015 19:37:16,Nonbinary,No title at all,They/them (singular they),
08/02/2015 19:37:22,"Genderqueer, Nonbinary",Mx,Questioning or unknown,
08/02/2015 19:37:22,"Agender, Fluid gender/genderfluid, Neutral, Nonbinary",No title at all,"None/avoid pronouns, They/them (singular they)",
08/02/2015 19:38:05,"Agender, Genderqueer, Nonbinary, Trans, Trans*, Transgender",No title at all,"They/them (singular they), Zie/hir, or some variation thereof, ce/cir/cirs",
08/02/2015 19:38:54,"Nonbinary, Questioning or unknown",No title at all,"He/him, None/avoid pronouns, She/her, They/them (singular they)",
08/02/2015 19:39:21,"Bigender, Intergender, Nonbinary, Third Gender, Trans*, Transgender",Not entirely sure.,"They/them (singular they), Zie/hir, or some variation thereof",
08/02/2015 19:40:17,"Agender, Nonbinary, Trans",Mx,"It/that, None/avoid pronouns, M/m's, glam/glam's",
08/02/2015 19:40:39,"Fluid gender/genderfluid, Genderqueer, Nonbinary, Trans, Transgender",Mx,"He/him, She/her, They/them (singular they)",
08/02/2015 19:42:20,"Agender, Fluid gender/genderfluid, Genderqueer, Nonbinary",Mx,"None/avoid pronouns, They/them (singular they)",
08/02/2015 19:42:23,femme transboy,Prince,He/him,
08/02/2015 19:42:25,"Agender, Genderqueer, Nonbinary, Trans, Transgender",No title at all,"Ey/em (Spivak), They/them (singular they), Zie/hir, or some variation thereof, rhe/rer/rhim",
08/02/2015 19:43:36,"Agender, Neutral, Neutrois, Nonbinary",Misc,"He/him, It/that, They/them (singular they)",
08/02/2015 19:45:03,"Nonbinary, Trans, Transgender",No title at all,"They/them (singular they), Any except for he/she/it",
08/02/2015 19:45:35,Agender,Mx,They/them (singular they),
08/02/2015 19:46:46,Genderqueer,No title at all,"Ey/em (Spivak), They/them (singular they)",
08/02/2015 19:47:18,"Agender, Questioning or unknown, Demigirl",No title at all,"He/him, She/her, They/them (singular they), Zie/hir, or some variation thereof",
08/02/2015 19:48:06,"Nonbinary, Trans, Transgender",No title at all,"She/her, They/them (singular they)",
08/02/2015 19:49:49,"Bigender, Fluid gender/genderfluid, Genderqueer, Nonbinary",Mx,"None/avoid pronouns, They/them (singular they)",
08/02/2015 19:49:57,Nonbinary,No title at all,"She/her, They/them (singular they)",
08/02/2015 19:50:01,"Fluid gender/genderfluid, Genderqueer, Nonbinary, Questioning or unknown",No title at all,"She/her, They/them (singular they)",
08/02/2015 19:50:02,"Androgyne, Cisgender, Fluid gender/genderfluid, Genderqueer, Intergender, Man, Neutral, Nonbinary, Questioning or unknown, Trans",No title at all,He/him,
08/02/2015 19:50:31,"Fluid gender/genderfluid, Nonbinary, Trans",Mx,"They/them (singular they), Zie/hir, or some variation thereof",
08/02/2015 19:50:48,"Genderqueer, Nonbinary, Trans",No title at all,They/them (singular they),
08/02/2015 19:51:37,"Genderqueer, Neutral, Nonbinary",Mx,"Ey/em (Spivak), They/them (singular they)",
08/02/2015 19:52:08,"Nonbinary, Transgender",Mx,They/them (singular they),
08/02/2015 19:52:53,"Fluid gender/genderfluid, Nonbinary, Trans, Transgender",Mx,"Co/co, Ey/em (Spivak), Zie/hir, or some variation thereof, Ve/Ver/Vis",
08/02/2015 19:54:33,"Agender, Nonbinary, Trans, Transgender",No title at all,"Questioning or unknown, They/them (singular they)",
08/02/2015 19:54:36,"Agender, Fluid gender/genderfluid, Genderqueer, Neutrois, Nonbinary, Trans, Transgender",Mx,They/them (singular they),
08/02/2015 19:54:37,"Agender, Neutral, Nonbinary",No title at all,They/them (singular they),
08/02/2015 19:55:23,"Neutral, Nonbinary",Mx,They/them (singular they),
08/02/2015 19:56:35,"Agender, Neutral, Nonbinary, Trans, Transgender",Mx,"Ey/em (Spivak), It/that, They/them (singular they), it/it (rather than it/that)",
08/02/2015 19:57:05,"Neutral, Nonbinary, Transgender",Mx,"They/them (singular they), Zie/hir, or some variation thereof",
08/02/2015 20:00:48,"Androgyne, Fluid gender/genderfluid, Genderqueer, Neutrois, Nonbinary, Trans",Mx,"Ey/em (Spivak), They/them (singular they)",
08/02/2015 20:01:53,"Fluid gender/genderfluid, Genderqueer, Man, Questioning or unknown",No title at all,"He/him, She/her, They/them (singular they)",
08/02/2015 20:01:57,"Genderqueer, Nonbinary, Trans, Transgender",Ind (stands for individual),They/them (singular they),
08/02/2015 20:04:25,"Agender, Androgyne, Bigender, Fluid gender/genderfluid, Genderqueer, Neutral, Nonbinary, Questioning or unknown, Third Gender",Mx,"None/avoid pronouns, Questioning or unknown",
08/02/2015 20:04:27,Nonbinary,No title at all,They/them (singular they),
08/02/2015 20:05:36,Genderqueer,No title at all,They/them (singular they),
08/02/2015 20:06:43,"Androgyne, Bigender, Genderqueer",No title at all,"None/avoid pronouns, She/her, They/them (singular they)",
08/02/2015 20:07:15,"Agender, Fluid gender/genderfluid, Genderqueer, Neutral, Nonbinary, Questioning or unknown, queer??? but also ???????????",Mx,"Questioning or unknown, They/them (singular they)",
08/02/2015 20:07:48,"Genderqueer, Nonbinary",No title at all,"Any, He/him, She/her, They/them (singular they)",
08/02/2015 20:09:09,"Agender, Nonbinary, Trans",Mx,"Ey/em (Spivak), They/them (singular they), Zie/hir, or some variation thereof",
08/02/2015 20:09:10,"Agender, Nonbinary, Transmasculine",Mr,Xe/xie,
08/02/2015 20:09:58,"Nonbinary, Trans, Transgender",No title at all,They/them (singular they),
08/02/2015 20:10:49,"Genderqueer, Nonbinary, Trans, Transgender, Woman",No title at all,"She/her, They/them (singular they)",
08/02/2015 20:11:55,"Genderqueer, Nonbinary, Questioning or unknown, Woman",Mx,"She/her, They/them (singular they)",
08/02/2015 20:12:36,"Genderqueer, Nonbinary, Trans, Transgender",Mx,"They/them (singular they), Zie/hir, or some variation thereof",
08/02/2015 20:12:55,"Agender, Cisgender, Nonbinary, Woman",Mx,They/them (singular they),
08/02/2015 20:13:28,"Agender, Genderqueer, Nonbinary, Trans, Woman",No title at all,"Questioning or unknown, She/her, They/them (singular they)",
08/02/2015 20:13:30,"Agender, Genderqueer, Nonbinary",Mx,"Ey/em (Spivak), None/avoid pronouns, They/them (singular they)",
08/02/2015 20:13:45,"Agender, Nonbinary, Trans, Transgender",Ind (for Individual),"They/them (singular they), Zie/hir, or some variation thereof",
08/02/2015 20:13:48,"Neutral, Woman",Mx,They/them (singular they),
08/02/2015 20:16:42,Agender,Miss,"None/avoid pronouns, She/her",
08/02/2015 20:18:04,Questioning or unknown,No title at all,"Questioning or unknown, She/her",
08/02/2015 20:19:24,Cisgender,No title at all,They/them (singular they),
08/02/2015 20:20:21,Agender,No title at all,They/them (singular they),
08/02/2015 20:20:50,Androgyne,No title at all,"She/her, They/them (singular they)",
08/02/2015 20:22:17,"Fluid gender/genderfluid, Genderqueer, Nonbinary, Questioning or unknown, Trans, Transgender, Woman, Demiwoman",Mx,"She/her, They/them (singular they)",
08/02/2015 20:23:02,"Genderqueer, Neutrois, Nonbinary, Questioning or unknown, Trans, Transgender",Mx,"Questioning or unknown, They/them (singular they)",
08/02/2015 20:24:20,"Cisgender, Fluid gender/genderfluid, Nonbinary, Questioning or unknown, Woman, Demigirl",No title at all,They/them (singular they),
08/02/2015 20:25:57,"Agender, Woman",No title at all,"None/avoid pronouns, They/them (singular they)",
08/02/2015 20:25:58,"Agender, Neutrois, Transgender",Mx,They/them (singular they),
08/02/2015 20:27:28,"Fluid gender/genderfluid, Genderqueer, Trans",No title at all,"He/him, She/her, They/them (singular they)",
08/02/2015 20:27:45,"Neutral, Nonbinary, Questioning or unknown, Trans",No title at all,They/them (singular they),
08/02/2015 20:28:02,"Agender, Fluid gender/genderfluid, Genderqueer, Neutral, Nonbinary",No title at all,"He/him, She/her, They/them (singular they), Zie/hir, or some variation thereof",
08/02/2015 20:28:12,"Agender, Genderqueer",Msr (Messer),"Any, Ey/em (Spivak), They/them (singular they)",
08/02/2015 20:30:45,"Agender, Androgyne, Fluid gender/genderfluid, Genderqueer, Neutral, Neutrois, Nonbinary, Trans*",Mx,"They/them (singular they), xe/xem or anything neutral",
08/02/2015 20:30:57,"Genderqueer, Man, Nonbinary, Questioning or unknown",No title at all,"He/him, Questioning or unknown, They/them (singular they)",
08/02/2015 20:32:15,Genderqueer,Mx,They/them (singular they),
08/02/2015 20:32:38,"Fluid gender/genderfluid, Nonbinary, Woman, ??? ????",No title at all,"She/her, They/them (singular they)",
08/02/2015 20:35:35,Questioning or unknown,No title at all,They/them (singular they),
08/02/2015 20:35:48,"Genderqueer, Nonbinary",No title at all,They/them (singular they),
08/02/2015 20:36:26,"Agender, Man, Neutral, Nonbinary, Questioning or unknown, Trans",No title at all,"He/him, They/them (singular they)",
08/02/2015 20:36:38,"Neutral, Nonbinary, Questioning or unknown",No title at all,"Any, He/him, She/her, They/them (singular they)",
08/02/2015 20:37:05,"Androgyne, Transgender, Woman",Ms,She/her,
08/02/2015 20:37:28,"Agender, Nonbinary",No title at all,"They/them (singular they), ver/ver/vis",
08/02/2015 20:37:26,Genderqueer,No title at all,They/them (singular they),
08/02/2015 20:37:31,Fluid gender/genderfluid,No title at all,They/them (singular they),
08/02/2015 20:37:59,"Androgyne, Nonbinary, Transgender",No title at all,Ey/em (Spivak),
08/02/2015 20:38:34,"Bigender, Fluid gender/genderfluid",No title at all,They/them (singular they),
08/02/2015 20:39:01,"Agender, Neutral, Nonbinary, Questioning or unknown",No title at all,"He/him, She/her, They/them (singular they)",
08/02/2015 20:40:44,"Neutral, Nonbinary, Trans, Transgender",No title at all,They/them (singular they),
08/02/2015 20:42:39,"Agender, Neutrois, Nonbinary, Trans*, Transgender",Mx,They/them (singular they),
08/02/2015 20:42:52,"Agender, Neutral, Trans",No title at all,Questioning or unknown,
08/02/2015 20:43:14,"Fluid gender/genderfluid, Nonbinary",No title at all,"Ey/em (Spivak), Questioning or unknown, They/them (singular they)",
08/02/2015 20:43:15,"Agender, Neutral, Trans",No title at all,Questioning or unknown,
08/02/2015 20:43:55,"Agender, Nonbinary, Trans",No title at all,They/them (singular they),
08/02/2015 20:44:49,Neutrois,In my native language (german): none,"They/them (singular they), In my native language (german):""es"" (it)",
08/02/2015 20:45:04,"Agender, Androgyne, Fluid gender/genderfluid, Genderqueer, Man, Neutral, Neutrois, Nonbinary, Trans",Mx,"He/him, They/them (singular they)",
